name,type,lat,lon,city
St. Mary's Church,place_of_worship,28.5848609,77.3601866,noida
Christ Church Noida,place_of_worship,28.5656854,77.3357982,noida
Hanuman Mandif,place_of_worship,28.5976123,77.335535,noida
Gurdwara Damdama Sahib,place_of_worship,28.5947837,77.2525408,noida
Gurudwara,place_of_worship,28.637317,77.3027244,noida
Om Mandir,place_of_worship,28.5825971,77.3079531,noida
Geeta Mandir,place_of_worship,28.4099595,77.3156263,noida
Kalibari Temple,place_of_worship,28.6928988,77.4484695,noida
Sri Ramakrishna Temple,place_of_worship,28.639534,77.2097862,noida
Firoz Shah's Mosque,place_of_worship,28.6463013,77.2153689,noida
Unknown,place_of_worship,28.6385154,77.2405687,noida
Shri Ram Mandir,place_of_worship,28.6910615,77.2075455,noida
Shani Dev Mandir,place_of_worship,28.6853798,77.3710003,noida
Unknown,place_of_worship,28.6776134,77.3627101,noida
A Block Mandir,place_of_worship,28.6815083,77.3716183,noida
Unknown,place_of_worship,28.5401947,77.2481973,noida
Hanuman Temple,place_of_worship,28.5574168,77.3784684,noida
Hari Mandir,place_of_worship,28.4137191,77.3264262,noida
Unknown,place_of_worship,28.5347092,77.2602852,noida
Raghupati Temple,place_of_worship,28.5435234,77.247977,noida
Unknown,place_of_worship,28.4018389,77.3159064,noida
Hari Har Mandir,place_of_worship,28.6729944,77.4322372,noida
Hari Har Temple,place_of_worship,28.6730014,77.4322018,noida
Kali Mandir,place_of_worship,28.6359878,77.2250742,noida
Kalkaji Mandir,place_of_worship,28.5497752,77.2606671,noida
Mata Mandir,place_of_worship,28.5356913,77.2653158,noida
Gurudwara Banda Singh Bahadur,place_of_worship,28.5385926,77.2619521,noida
Chabad House,place_of_worship,28.6405645,77.2116448,noida
Shiv Mandir,place_of_worship,28.6172695,77.2817778,noida
Unknown,place_of_worship,28.6361562,77.3082143,noida
Shri Shiv Durga Mandir,place_of_worship,28.6810771,77.2610579,noida
Temple,place_of_worship,28.5702695,77.3479565,noida
hanuman temple,place_of_worship,28.5094144,77.2639663,noida
mata temple on the road,place_of_worship,28.5108396,77.2650253,noida
Shiv mandir,place_of_worship,28.5873437,77.3044599,noida
Small Lord Hanuman Idol,place_of_worship,28.6571882,77.3654141,noida
Shani Madir,place_of_worship,28.6532089,77.3553804,noida
Green Park Free Church,place_of_worship,28.552643,77.2044121,noida
Gauri Shankar Hindu Temple,place_of_worship,28.6558115,77.2356623,noida
Prachin Hanuman Mandir,place_of_worship,28.6303505,77.2150219,noida
Unknown,place_of_worship,28.5576442,77.2070598,noida
Unknown,place_of_worship,28.6696114,77.2051028,noida
Shani Mandir Roshanara Garden,place_of_worship,28.6715328,77.2005269,noida
Goddess Kali & Khatu Shyam,place_of_worship,28.6714056,77.2002527,noida
Ficus,place_of_worship,28.6731902,77.2002904,noida
Hanuman Mandir,place_of_worship,28.6738932,77.2016645,noida
Shiv Mandir,place_of_worship,28.6747875,77.2017075,noida
Alami Markaz Banglewali masjid,place_of_worship,28.5917254,77.2433836,noida
Unknown,place_of_worship,28.5789737,77.2663631,noida
Unknown,place_of_worship,28.543607,77.2277157,noida
Unknown,place_of_worship,28.5806458,77.2553873,noida
Unknown,place_of_worship,28.611531,77.286994,noida
