name,type,lat,lon,city
Ambabavani Temple,place_of_worship,12.9377734,77.5690046,bangalore
Masjid Noor ur Rahman,place_of_worship,13.0204879,77.6186105,bangalore
Sacred Neem tree,place_of_worship,12.8968227,77.5569403,bangalore
Unknown,place_of_worship,12.990128,77.6630368,bangalore
Unknown,place_of_worship,12.9974748,77.5490415,bangalore
Masjid-e-Rahimia,place_of_worship,12.9631272,77.594174,bangalore
Unknown,place_of_worship,12.8901627,77.6957175,bangalore
Andaal Rangamannaar Temple,place_of_worship,12.9425836,77.5815226,bangalore
Andaal Rangamannaar Temple Hall,place_of_worship,12.942297,77.581498,bangalore
Unknown,place_of_worship,12.990654,77.7004421,bangalore
Unknown,place_of_worship,12.9899373,77.7000773,bangalore
True Jesus Church,place_of_worship,12.9928759,77.6406044,bangalore
Sri Lakshmi Venkateswara Temple,place_of_worship,12.9725054,77.6488826,bangalore
Unknown,place_of_worship,12.973066,77.647824,bangalore
Sri Mariamman Temple,place_of_worship,13.0032264,77.6313934,bangalore
7th Day Adventist Malyalam Church,place_of_worship,13.0022482,77.6324892,bangalore
Shree Renuka Yellamma Devi Temple,place_of_worship,12.9416336,77.5767895,bangalore
Unknown,place_of_worship,12.9329075,77.5896812,bangalore
Kashi Vishalakshi Temple,place_of_worship,13.0084602,77.6609259,bangalore
Christ Union Church of God,place_of_worship,13.0047307,77.6286191,bangalore
Maramma Temple,place_of_worship,12.9542603,77.5755467,bangalore
Unknown,place_of_worship,13.0523486,77.631283,bangalore
Unknown,place_of_worship,13.0559578,77.6328463,bangalore
Sri Shaneeswhara Swamy Devalaya,place_of_worship,13.0572403,77.6331293,bangalore
Unknown,place_of_worship,13.0412616,77.6149928,bangalore
Shirdi Sai Temple,place_of_worship,12.9571008,77.659607,bangalore
Unknown,place_of_worship,12.9585353,77.6620772,bangalore
Unknown,place_of_worship,12.9569737,77.6603068,bangalore
Unknown,place_of_worship,12.9630358,77.6613188,bangalore
Unknown,place_of_worship,12.9643423,77.6609603,bangalore
Sri Angala Parameshwari Temple,place_of_worship,12.9644112,77.6618554,bangalore
St Thomas Church,place_of_worship,12.9646322,77.661955,bangalore
St Mary’s Chapel,place_of_worship,12.9641627,77.6616683,bangalore
Unknown,place_of_worship,12.9628641,77.6604996,bangalore
Church of Christ,place_of_worship,12.9646524,77.6602981,bangalore
Ganesha Temple,place_of_worship,13.0705029,77.577765,bangalore
Jalakanteshwara Temple,place_of_worship,12.9615738,77.5766408,bangalore
Unknown,place_of_worship,13.0575345,77.6268446,bangalore
Maari Amma Temple,place_of_worship,12.9562285,77.5919414,bangalore
Chowdeswari Temple,place_of_worship,12.9577225,77.532227,bangalore
Unknown,place_of_worship,12.9606269,77.6008095,bangalore
Unknown,place_of_worship,12.9618944,77.5977432,bangalore
Unknown,place_of_worship,12.9986872,77.5531093,bangalore
Unknown,place_of_worship,13.0254947,77.6415854,bangalore
Unknown,place_of_worship,12.8905526,77.5983443,bangalore
Unknown,place_of_worship,12.9681537,77.628893,bangalore
Unknown,place_of_worship,12.9444073,77.6076578,bangalore
Masjid E A'ala,place_of_worship,12.9543375,77.5755417,bangalore
Subramanya Swamy Temple,place_of_worship,12.9527142,77.5762337,bangalore
Jain Temple,place_of_worship,12.9517621,77.5750763,bangalore
Ganesha Temple,place_of_worship,13.0221222,77.6034687,bangalore
Sri Subramanyam Swamy Temple,place_of_worship,12.9575843,77.6358809,bangalore
Temple,place_of_worship,12.9579713,77.6357771,bangalore
Yellamma Temple,place_of_worship,12.9807871,77.6446138,bangalore
Rishi Temple,place_of_worship,12.9873586,77.6435082,bangalore
Temple,place_of_worship,12.9871792,77.6440752,bangalore
Temple,place_of_worship,12.9875113,77.6448603,bangalore
Mosque,place_of_worship,12.912753,77.5658534,bangalore
Temple,place_of_worship,12.9328804,77.5874138,bangalore
Shri Laxmi Narasimha Swamy Temple,place_of_worship,12.9532911,77.5001951,bangalore
Sri Lakshmi Temple,place_of_worship,13.0567164,77.6023658,bangalore
Sri Sanaischara temple,place_of_worship,13.0727847,77.6017837,bangalore
Ganesha Temple,place_of_worship,12.9400337,77.5730676,bangalore
Panchamukha Ganesh Temple,place_of_worship,13.0292967,77.559646,bangalore
Raghavendra Temple,place_of_worship,13.0307262,77.5582323,bangalore
Subramanya Swami Temple,place_of_worship,13.0297077,77.5584857,bangalore
Ganesha Temple,place_of_worship,13.0297633,77.5583147,bangalore
Jamundeshwari temple,place_of_worship,13.027047,77.5598253,bangalore
Unknown,place_of_worship,13.0306296,77.5594066,bangalore
Temple,place_of_worship,12.9743003,77.6390483,bangalore
Temple,place_of_worship,12.9730471,77.6374051,bangalore
Unknown,place_of_worship,12.9729937,77.6374046,bangalore
Shiva Temple,place_of_worship,12.9805392,77.6155421,bangalore
Shani Temple,place_of_worship,13.0744127,77.57006,bangalore
Temple,place_of_worship,13.0715699,77.5652901,bangalore
Shiva Temple,place_of_worship,13.0717558,77.5652705,bangalore
Shiva Shakti Temple,place_of_worship,12.9712475,77.6377027,bangalore
Vadamoola Ganapathy Temple,place_of_worship,12.9805281,77.6112189,bangalore
Sri Dakshinamoorthy Temple,place_of_worship,12.9828259,77.611741,bangalore
Sri Pan Perumal Temple,place_of_worship,12.9752206,77.6221318,bangalore
Anjaneya Swamy Temple,place_of_worship,12.9754837,77.6229882,bangalore
Temple,place_of_worship,12.9830072,77.6105139,bangalore
Devi Temple,place_of_worship,12.9737821,77.6365673,bangalore
Temple,place_of_worship,12.9738576,77.6370477,bangalore
Pelekamma Temple,place_of_worship,12.9057347,77.6841136,bangalore
Temple,place_of_worship,12.9821384,77.5560857,bangalore
Temple,place_of_worship,12.97325,77.6367225,bangalore
Masjid-ur-Rahmah,place_of_worship,12.9926078,77.6093643,bangalore
Unknown,place_of_worship,13.006676,77.5930473,bangalore
Sri Prasanna Ganapathi Temple,place_of_worship,12.936315,77.6178107,bangalore
Sai Sparshan,place_of_worship,12.9418151,77.6222238,bangalore
Balasubramania Swamy Temple,place_of_worship,12.9347999,77.6242687,bangalore
Ganesha Temple,place_of_worship,12.9334898,77.6184132,bangalore
Subramanya Temple,place_of_worship,12.9335157,77.6184839,bangalore
Shiva Temple,place_of_worship,12.9334937,77.7057784,bangalore
Sai Baba Temple,place_of_worship,12.9280908,77.6722201,bangalore
Springfield A.G. Church,place_of_worship,13.0289017,77.6309524,bangalore
St. Mary’s Malankara Catholic Church,place_of_worship,13.0274673,77.6319806,bangalore
Devi Maramma,place_of_worship,12.9592702,77.539807,bangalore
Unknown,place_of_worship,12.9275842,77.5153381,bangalore
Sri Kaliamma Temple,place_of_worship,12.9614197,77.6144093,bangalore
Shree Kodahda Ramanjaneya Swamy Temple,place_of_worship,12.9708074,77.5761672,bangalore
Sri Kanteshwara Swamy Temple,place_of_worship,12.9696095,77.5759104,bangalore
Balaji Temple,place_of_worship,12.9686127,77.5790381,bangalore
Sri Parvati Someshwara Swamy Temple,place_of_worship,12.9694658,77.5794819,bangalore
Sri Guru Shanaischara Swamy Temple,place_of_worship,12.9699453,77.5798033,bangalore
Vajramuneshwara Temple,place_of_worship,12.8519188,77.5304666,bangalore
Shirdi Sai Baba Temple,place_of_worship,12.969801,77.6303775,bangalore
Sri Vidya Ganapathi Temple,place_of_worship,12.978038,77.6327993,bangalore
Sri Panchamukhi Ganesh Temple,place_of_worship,12.978438,77.6229537,bangalore
Sai Dharshan,place_of_worship,12.9684178,77.6422703,bangalore
Rehoboth Church,place_of_worship,12.9422798,77.62855,bangalore
Unknown,place_of_worship,12.9762509,77.679399,bangalore
ICRM City Church,place_of_worship,13.0669831,77.5011166,bangalore
Unknown,place_of_worship,13.041122,77.5901176,bangalore
Om Shakti Temple,place_of_worship,13.0064373,77.6720657,bangalore
Raghavendra Swami Temple,place_of_worship,13.0096874,77.6828156,bangalore
Ganesha Temple,place_of_worship,12.9045096,77.6910917,bangalore
Sri Raja Ganapathi Temple,place_of_worship,13.0028312,77.6320101,bangalore
Unknown,place_of_worship,12.9985638,77.5730158,bangalore
Unknown,place_of_worship,12.9991179,77.5810423,bangalore
Unknown,place_of_worship,12.9950709,77.5923814,bangalore
Sri Peddamma Devi Temple,place_of_worship,12.9904083,77.5995657,bangalore
Buddha Yoga Mandir,place_of_worship,12.9109556,77.6398824,bangalore
Unknown,place_of_worship,12.9425833,77.5254053,bangalore
Unknown,place_of_worship,12.9410881,77.5244316,bangalore
Unknown,place_of_worship,12.9645849,77.534337,bangalore
Unknown,place_of_worship,12.9811953,77.5485688,bangalore
Unknown,place_of_worship,12.9772434,77.5629482,bangalore
Sri Shiva Chamundi Temple,place_of_worship,13.0600213,77.6424361,bangalore
Unknown,place_of_worship,13.0371998,77.6414484,bangalore
Unknown,place_of_worship,13.0099126,77.5495425,bangalore
Sri Shaneshwara Swami Temple,place_of_worship,13.0260574,77.5618619,bangalore
Unknown,place_of_worship,13.0610821,77.5446421,bangalore
Unknown,place_of_worship,13.0864617,77.5557974,bangalore
Muneshwara Temple,place_of_worship,12.9134949,77.5565779,bangalore
Unknown,place_of_worship,12.9964978,77.6148905,bangalore
St Anthony's Church,place_of_worship,13.001321,77.6118569,bangalore
Unknown,place_of_worship,13.0011328,77.6116423,bangalore
Unknown,place_of_worship,13.0319383,77.636371,bangalore
Unknown,place_of_worship,13.0405041,77.5899057,bangalore
Unknown,place_of_worship,13.0359742,77.5734048,bangalore
Unknown,place_of_worship,12.9846702,77.5746091,bangalore
Bull Temple,place_of_worship,12.9417567,77.5687277,bangalore
Unknown,place_of_worship,12.9855248,77.5567147,bangalore
Unknown,place_of_worship,12.9993792,77.5555868,bangalore
Unknown,place_of_worship,12.980538,77.5721119,bangalore
Unknown,place_of_worship,12.9485315,77.6060768,bangalore
Temple,place_of_worship,12.9812241,77.5561622,bangalore
Sisters of Mary Immaculate of Bishop Morrow,place_of_worship,12.9963502,77.6058018,bangalore
Anjaneya Temple,place_of_worship,12.9639432,77.6118784,bangalore
Srinivasa Temple,place_of_worship,12.9747067,77.6757118,bangalore
St. Paul's Church,place_of_worship,13.0375383,77.5051347,bangalore
Hanuman,place_of_worship,13.0328638,77.671933,bangalore
Shiva,place_of_worship,13.0328037,77.6717238,bangalore
Unknown,place_of_worship,13.0306139,77.667848,bangalore
Vicariate House Precious Blood,place_of_worship,12.9281352,77.6052337,bangalore
Shiva Temple,place_of_worship,12.92805,77.6046838,bangalore
Anthony Church,place_of_worship,12.9279298,77.604767,bangalore
ECI Church,place_of_worship,12.9072819,77.6065286,bangalore
Kerala Mosque,place_of_worship,12.9061272,77.611286,bangalore
Kerala Mosque,place_of_worship,12.9170835,77.6057329,bangalore
Ganapathi Temple,place_of_worship,12.9319324,77.5757973,bangalore
Philadelphia AG Church,place_of_worship,13.0685996,77.6663343,bangalore
Emmanuel Marthoma Church,place_of_worship,13.0696008,77.6613722,bangalore
Chowdeshwari Amma Temple,place_of_worship,12.9421741,77.6020964,bangalore
Marammadevi Temple,place_of_worship,13.0007712,77.5518249,bangalore
Zion Fellowship Church,place_of_worship,12.9836565,77.6340156,bangalore
Siddi Vinayaka Temple,place_of_worship,12.9690976,77.5300595,bangalore
Ambabavani Temple,place_of_worship,13.0972087,77.5454177,bangalore
Annunciation Church,place_of_worship,12.9972714,77.6013547,bangalore
Unknown,place_of_worship,13.0327048,77.5549556,bangalore
Unknown,place_of_worship,13.0345082,77.5550823,bangalore
Athumanesar church,place_of_worship,13.0376973,77.5595009,bangalore
Majid e khudadad,place_of_worship,12.9391738,77.6019857,bangalore
Sri SIdhi Subrahmanya Temple,place_of_worship,12.9337223,77.5623383,bangalore
Narasimha Swamy Temple,place_of_worship,12.9363701,77.561999,bangalore
Thotada Muneshwara Swamy temple,place_of_worship,12.9768014,77.6297744,bangalore
Kumaraswami temple,place_of_worship,12.9398699,77.5624828,bangalore
Unknown,place_of_worship,12.9609373,77.6146075,bangalore
Unknown,place_of_worship,12.9588488,77.6171704,bangalore
Prasad Enclave Temple,place_of_worship,13.0475645,77.5288249,bangalore
Unknown,place_of_worship,13.0152595,77.5487754,bangalore
Unknown,place_of_worship,12.9671413,77.6141207,bangalore
Unknown,place_of_worship,12.9674327,77.6142883,bangalore
Sree Ayyappa Temple,place_of_worship,13.0214847,77.5629992,bangalore
Seventh Day Adventist Church,place_of_worship,12.9892988,77.5935723,bangalore
Unknown,place_of_worship,12.9850818,77.616241,bangalore
Unknown,place_of_worship,12.9898229,77.6071778,bangalore
Devi Temple,place_of_worship,12.9965754,77.6853456,bangalore
Unknown,place_of_worship,12.997278,77.5676474,bangalore
Unknown,place_of_worship,12.9830125,77.6061847,bangalore
Masjid E Lababeen,place_of_worship,12.9829802,77.6071676,bangalore
Sangameshwara Temple,place_of_worship,12.9167617,77.5216256,bangalore
Anjaneya Temple,place_of_worship,12.9200603,77.5108428,bangalore
Baneshwar Temple,place_of_worship,12.9688981,77.5750367,bangalore
Masjid Sir Khazi Saheb,place_of_worship,12.9685944,77.5748705,bangalore
Unknown,place_of_worship,12.9190491,77.589667,bangalore
Unknown,place_of_worship,13.0037803,77.5686747,bangalore
Salvation Prayer Church,place_of_worship,12.9487106,77.619815,bangalore
New Apostolic Church,place_of_worship,12.9486492,77.605889,bangalore
Unknown,place_of_worship,12.955073,77.6145042,bangalore
Sri Krishna Temple,place_of_worship,12.9714621,77.6992279,bangalore
Infant Jesus Mini Church,place_of_worship,12.9512534,77.6054853,bangalore
Unknown,place_of_worship,12.8669195,77.6552711,bangalore
Unknown,place_of_worship,12.9533862,77.5424568,bangalore
Unknown,place_of_worship,13.0093899,77.61687,bangalore
Shrine of St. Jude Thaddeaus,place_of_worship,13.0264454,77.5915888,bangalore
Unknown,place_of_worship,12.9697851,77.6245511,bangalore
Sri Veera Anjaneya Swami Temple,place_of_worship,13.0174217,77.6588824,bangalore
Unknown,place_of_worship,12.9523754,77.618828,bangalore
Unknown,place_of_worship,12.9121316,77.6981917,bangalore
Unknown,place_of_worship,12.9648058,77.6100169,bangalore
Unknown,place_of_worship,12.9573744,77.6359739,bangalore
Kateriamma and Shiva Temple,place_of_worship,12.966449,77.7078724,bangalore
Unknown,place_of_worship,12.995097,77.5349191,bangalore
Sri Meenakshi Amman Koil,place_of_worship,12.9839354,77.6060818,bangalore
Unknown,place_of_worship,12.9443883,77.6285671,bangalore
Unknown,place_of_worship,12.9432852,77.628734,bangalore
Jehovah Jireh AG Church,place_of_worship,12.9460064,77.6268022,bangalore
Unknown,place_of_worship,12.9871727,77.5996408,bangalore
Arul Mighu Shree Padavedu Mariamman Thiru Koil,place_of_worship,12.9819588,77.6098863,bangalore
Dharamaraja Koil,place_of_worship,12.9851522,77.6073253,bangalore
Unknown,place_of_worship,12.9948215,77.6961812,bangalore
Unknown,place_of_worship,12.9485446,77.6197252,bangalore
Unknown,place_of_worship,13.0004102,77.5781985,bangalore
Shri Anjaneya Temple,place_of_worship,12.9176033,77.5359611,bangalore
Shri Arkeshwara Temple,place_of_worship,12.918168,77.5360872,bangalore
Kaurmariyamma temple,place_of_worship,12.9243354,77.5973974,bangalore
Unknown,place_of_worship,12.9892999,77.6993829,bangalore
Gangamma Temple,place_of_worship,13.0483167,77.574566,bangalore
St. Alphonsa Forane Church,place_of_worship,13.0324302,77.6066728,bangalore
Sriman Madhava Sangha,place_of_worship,12.957032,77.5656384,bangalore
Sri Vasavi Temple,place_of_worship,12.9586336,77.5665263,bangalore
Sri Adi Basavanna Temple,place_of_worship,12.9484774,77.5705547,bangalore
Sri Channakeshwara Temple,place_of_worship,12.9489174,77.5701202,bangalore
Sri Kashi Vishveshwara Swamy Davastana,place_of_worship,12.9586012,77.5644126,bangalore
Sri Mahaveer Swamy Jain Shwethamber Mandir,place_of_worship,12.9587492,77.564095,bangalore
Kundalahalli Ayyapa Temple,place_of_worship,12.9648251,77.7139806,bangalore
Sri Krishna Temple,place_of_worship,12.9335348,77.6187775,bangalore
Sri Balamuri Ganapathi Temple,place_of_worship,12.9981235,77.5573106,bangalore
Venkateshwara Swamy Temple,place_of_worship,12.9425184,77.5674319,bangalore
Unknown,place_of_worship,12.9879489,77.5780544,bangalore
Unknown,place_of_worship,13.0059847,77.5608104,bangalore
Unknown,place_of_worship,13.0084151,77.5599897,bangalore
Unknown,place_of_worship,13.0100196,77.5589378,bangalore
Unknown,place_of_worship,12.9145452,77.5659207,bangalore
Barsha Bengali Association,place_of_worship,12.8910948,77.6687585,bangalore
Unknown,place_of_worship,13.0071231,77.5557169,bangalore
Sri Ayappa Swamy Temple,place_of_worship,13.0537913,77.6019048,bangalore
Unknown,place_of_worship,12.9164212,77.6045349,bangalore
Unknown,place_of_worship,12.924785,77.6377147,bangalore
Unknown,place_of_worship,12.9947493,77.5662647,bangalore
Unknown,place_of_worship,12.911085,77.6492924,bangalore
Unknown,place_of_worship,12.9834936,77.590649,bangalore
Unknown,place_of_worship,13.0007558,77.620218,bangalore
Unknown,place_of_worship,13.0010626,77.6204192,bangalore
Unknown,place_of_worship,13.0011106,77.6204373,bangalore
Unknown,place_of_worship,13.0116858,77.5618033,bangalore
Unknown,place_of_worship,13.0168163,77.5584815,bangalore
Unknown,place_of_worship,13.0624544,77.5589324,bangalore
Unknown,place_of_worship,12.9477206,77.6192277,bangalore
Shri Shakti Mariyamma Devi Temple,place_of_worship,12.9200819,77.6491828,bangalore
Unknown,place_of_worship,13.0696459,77.6016015,bangalore
Unknown,place_of_worship,13.0480295,77.5925838,bangalore
Masjid-E-Mohammadi,place_of_worship,12.9780746,77.6311299,bangalore
Unknown,place_of_worship,12.981703,77.5971992,bangalore
Temple,place_of_worship,12.9787338,77.6311027,bangalore
Sri shivanibhava Mutt,place_of_worship,12.9786029,77.6310756,bangalore
St Anne's Generalate,place_of_worship,12.988588,77.590296,bangalore
Masjid-e-Alhadi,place_of_worship,12.8760205,77.6705852,bangalore
Sri Annammadevi Mahasamsthana,place_of_worship,12.9764963,77.575402,bangalore
Hazrat Sued Adam Shah Qadri,place_of_worship,12.9764331,77.5758915,bangalore
Hanuman Temple,place_of_worship,12.8742324,77.6675529,bangalore
Sri Munishwaran Temple,place_of_worship,12.9799014,77.6287716,bangalore
Sri Ganesha Ayyappa Temple,place_of_worship,12.9811275,77.62852,bangalore
Temple,place_of_worship,12.978118,77.6282179,bangalore
Masjid e Faiz,place_of_worship,12.9024293,77.5688598,bangalore
Masjid e Abu Bakr,place_of_worship,12.903466,77.567628,bangalore
Masjid e Umar,place_of_worship,12.9045614,77.5694311,bangalore
Masjid e Usman,place_of_worship,12.9032032,77.5697228,bangalore
Ashraya Bangalore Central,place_of_worship,12.9591238,77.651696,bangalore
Ashraya Bangalore East,place_of_worship,12.9599156,77.7487496,bangalore
Unknown,place_of_worship,12.9119818,77.6254463,bangalore
Unknown,place_of_worship,12.9995987,77.6133294,bangalore
Unknown,place_of_worship,12.9994916,77.6132369,bangalore
Unknown,place_of_worship,12.9984494,77.6175446,bangalore
Unknown,place_of_worship,12.9983725,77.6179151,bangalore
Unknown,place_of_worship,13.0897842,77.6142615,bangalore
Sri Jambu Ganapathy Temple,place_of_worship,12.9969397,77.5676584,bangalore
Vishvakarma Temple,place_of_worship,12.9595929,77.5356369,bangalore
Unknown,place_of_worship,13.0082869,77.6272517,bangalore
Unknown,place_of_worship,13.0245442,77.6310853,bangalore
Unknown,place_of_worship,13.0655949,77.6404693,bangalore
Unknown,place_of_worship,13.0564588,77.6331135,bangalore
Unknown,place_of_worship,13.0503993,77.6307433,bangalore
Ganesh Temple,place_of_worship,12.9244997,77.5007772,bangalore
Unknown,place_of_worship,13.0954483,77.5942633,bangalore
Unknown,place_of_worship,13.0979611,77.5669306,bangalore
Unknown,place_of_worship,13.0979598,77.5967141,bangalore
Unknown,place_of_worship,12.9932025,77.5706798,bangalore
Unknown,place_of_worship,12.9954465,77.5790081,bangalore
Unknown,place_of_worship,12.999271,77.5784967,bangalore
Unknown,place_of_worship,12.998304,77.5732414,bangalore
Unknown,place_of_worship,12.9972616,77.5647203,bangalore
Sri Varasiddhi Vinayaka Temple,place_of_worship,12.917714,77.650247,bangalore
Sri Mahaganapati Temple,place_of_worship,13.0165165,77.5557773,bangalore
Sri Durga Parameshwari Temple,place_of_worship,12.9236952,77.6495383,bangalore
Sri Kashi Vishwanatha Swamy Temple,place_of_worship,12.9235452,77.64868,bangalore
Unknown,place_of_worship,12.9846977,77.5817917,bangalore
Unknown,place_of_worship,12.9732588,77.6267472,bangalore
Unknown,place_of_worship,13.0349228,77.5250366,bangalore
Unknown,place_of_worship,13.0436183,77.513664,bangalore
Masjid e Munawara,place_of_worship,12.9241254,77.6043409,bangalore
Unknown,place_of_worship,12.9746893,77.7111259,bangalore
Shanieshwara Temple,place_of_worship,12.8770699,77.5840137,bangalore
Unknown,place_of_worship,13.0944344,77.554005,bangalore
Unknown,place_of_worship,13.0939492,77.5537234,bangalore
Masjid E Rasheediya,place_of_worship,12.9629837,77.60368,bangalore
Shree Saacha Sumtinath Jain Shwethambar,place_of_worship,12.9639309,77.5962324,bangalore
Unknown,place_of_worship,12.9618291,77.5976174,bangalore
Unknown,place_of_worship,12.9986686,77.5758144,bangalore
Unknown,place_of_worship,13.0027344,77.6283176,bangalore
First Assembly of God Church,place_of_worship,12.9927313,77.6051119,bangalore
Unknown,place_of_worship,12.9982443,77.5821694,bangalore
Shri Raghavendra Swamy Matha,place_of_worship,13.0144859,77.6938792,bangalore
St. Anthony's Church,place_of_worship,12.9555351,77.544152,bangalore
Unknown,place_of_worship,12.9632647,77.5846291,bangalore
Dargah Hazrath Syedanna Yaqeen Shah,place_of_worship,12.9831549,77.5877358,bangalore
Unknown,place_of_worship,12.9827661,77.5870331,bangalore
Unknown,place_of_worship,12.9514275,77.7342394,bangalore
Sri Lakshmi Narasimha Swamy Temple,place_of_worship,12.9585825,77.5319394,bangalore
Om Sakthi Adiparashakthi Temple,place_of_worship,12.922672,77.6154911,bangalore
Unknown,place_of_worship,12.9514622,77.5971982,bangalore
Unknown,place_of_worship,13.0213579,77.6189985,bangalore
Plague Maramma Temple,place_of_worship,12.9763917,77.6296215,bangalore
Muneshwara Temple,place_of_worship,12.9868225,77.5852253,bangalore
Poojamma Temple,place_of_worship,12.9756888,77.5358028,bangalore
Unknown,place_of_worship,13.0590702,77.6468477,bangalore
Unknown,place_of_worship,12.9251984,77.6952239,bangalore
Sri Haanuman Temple,place_of_worship,12.9247306,77.6947359,bangalore
CSI Wesleyan Centenary Kannada Church,place_of_worship,12.9753711,77.6219469,bangalore
Unknown,place_of_worship,13.0368673,77.6405129,bangalore
Unknown,place_of_worship,13.0282394,77.6558532,bangalore
Unknown,place_of_worship,13.0930335,77.6778996,bangalore
Unknown,place_of_worship,12.9999372,77.5962116,bangalore
Unknown,place_of_worship,13.001798,77.6023847,bangalore
Unknown,place_of_worship,12.9814136,77.6245263,bangalore
Unknown,place_of_worship,12.9864128,77.6241582,bangalore
Unknown,place_of_worship,13.0490746,77.6461932,bangalore
Unknown,place_of_worship,12.9842748,77.6034911,bangalore
Unknown,place_of_worship,12.8732754,77.5313343,bangalore
Unknown,place_of_worship,13.0052006,77.5609014,bangalore
Unknown,place_of_worship,12.9835318,77.5745101,bangalore
Unknown,place_of_worship,13.0062044,77.5605179,bangalore
Unknown,place_of_worship,12.9949815,77.6088645,bangalore
Vision Immanuel - Bangalore Korean Community,place_of_worship,13.0146398,77.6462474,bangalore
Unknown,place_of_worship,12.8557982,77.6003522,bangalore
Unknown,place_of_worship,13.0555827,77.5910772,bangalore
Unknown,place_of_worship,12.9429573,77.7496871,bangalore
Shiva Temple,place_of_worship,13.0778009,77.5273438,bangalore
Sri Muneshwara Swamy Temple,place_of_worship,12.9831784,77.6012555,bangalore
Unknown,place_of_worship,13.0194172,77.6411842,bangalore
Unknown,place_of_worship,13.0199144,77.6397277,bangalore
Unknown,place_of_worship,12.9946172,77.5547119,bangalore
Unknown,place_of_worship,12.8925686,77.637438,bangalore
Unknown,place_of_worship,13.0699145,77.5551314,bangalore
Unknown,place_of_worship,13.0678271,77.5540961,bangalore
Shri Ishtasiddi Subramanya Swamy Temple,place_of_worship,12.9646043,77.714005,bangalore
Unknown,place_of_worship,13.0698754,77.6733745,bangalore
Unknown,place_of_worship,13.0292958,77.6013165,bangalore
Unknown,place_of_worship,12.9172785,77.6179532,bangalore
Unknown,place_of_worship,13.0362532,77.6414745,bangalore
Unknown,place_of_worship,12.9877811,77.7336328,bangalore
Unknown,place_of_worship,12.969824,77.7320636,bangalore
Mahaganapathi Temple,place_of_worship,12.9994881,77.6616085,bangalore
Sri Kailaseshwara Temple,place_of_worship,12.9511919,77.5210601,bangalore
Patalamma Temple,place_of_worship,12.9469329,77.5238422,bangalore
Eidgah,place_of_worship,12.9420932,77.7441185,bangalore
Sri Veeranjaneya Devalaya,place_of_worship,12.9282063,77.7409446,bangalore
Unknown,place_of_worship,12.9283697,77.7416376,bangalore
Unknown,place_of_worship,13.0267913,77.6658288,bangalore
Sri Chamundeswari Temple,place_of_worship,13.0265206,77.6658185,bangalore
Ganesha Temple,place_of_worship,13.0092475,77.5383111,bangalore
Unknown,place_of_worship,13.015249,77.583746,bangalore
Unknown,place_of_worship,13.0657316,77.6174064,bangalore
Unknown,place_of_worship,13.0659589,77.6198754,bangalore
Unknown,place_of_worship,13.073105,77.5998587,bangalore
ECI St. Peter's Church,place_of_worship,13.098727,77.5630402,bangalore
Faithfully Gospel Church,place_of_worship,12.9220463,77.6453525,bangalore
"Mar Timotheus Church, Chaldean Syrian Church of the East",place_of_worship,13.0481175,77.6418923,bangalore
St thomas evangelical church of india,place_of_worship,13.0408447,77.6475535,bangalore
Dargah Hazrath Syed Mahamood Sha Khadri R-A,place_of_worship,12.965328,77.5773423,bangalore
Unknown,place_of_worship,13.0417641,77.5905954,bangalore
Shri Gyanodhaya Digamber Jain Temple,place_of_worship,12.9502519,77.7173864,bangalore
Unknown,place_of_worship,12.9446046,77.5791252,bangalore
Ahmadiyya Masjid,place_of_worship,12.9502461,77.5929829,bangalore
Sri Shiradi Sai Baba Dhyana Mandira,place_of_worship,12.9977381,77.541766,bangalore
Yellamma Devi Temple,place_of_worship,12.9810254,77.7335796,bangalore
Sriddhi Vinaya Temple,place_of_worship,12.9799078,77.7335356,bangalore
Sri Kateramma Temple,place_of_worship,12.9799478,77.7348846,bangalore
Mosque,place_of_worship,13.0219685,77.5616946,bangalore
HAL Raghavendra Swami Mutt,place_of_worship,12.9607065,77.6665739,bangalore
Unknown,place_of_worship,12.9839828,77.6398927,bangalore
Abu bakar masjid (Ahle sunnah),place_of_worship,13.0160175,77.6178387,bangalore
Unknown,place_of_worship,12.9929761,77.6967414,bangalore
MASJID-E-AL QUBA,place_of_worship,13.0528989,77.601395,bangalore
Unknown,place_of_worship,12.9194483,77.5926555,bangalore
Unknown,place_of_worship,12.9196015,77.5926756,bangalore
Unknown,place_of_worship,12.944929,77.7466995,bangalore
Unknown,place_of_worship,12.9888945,77.6066157,bangalore
Unknown,place_of_worship,12.9952181,77.6437771,bangalore
Unknown,place_of_worship,13.0640796,77.6424374,bangalore
Unknown,place_of_worship,13.0638334,77.6426916,bangalore
Unknown,place_of_worship,13.0656924,77.6402199,bangalore
Unknown,place_of_worship,12.999262,77.6758591,bangalore
Unknown,place_of_worship,12.965448,77.5855325,bangalore
Unknown,place_of_worship,12.9900823,77.6869385,bangalore
Unknown,place_of_worship,12.8699827,77.5658154,bangalore
Unknown,alcohol,13.0272382,77.5390972,bangalore
Unknown,alcohol,13.0273846,77.5388289,bangalore
Unknown,alcohol,13.0274578,77.5386787,bangalore
Scotchyard,alcohol,13.0144757,77.5736759,bangalore
Unknown,alcohol,13.0263214,77.5367275,bangalore
Honey Drops,alcohol,12.9138062,77.6099744,bangalore
